uidp_original,occupation,occ_name,In-detail Category (edited),Broad Category
L0302083503,Employed (full-time),99 He Dont Said Designetion,No response,No response
L0311103333,DK/NR,999,,
L0209092252,Employed (full-time),999,,
L0209085635,DK/NR,9999,,
L0524090011_2E62,Employed (full-time),Ac,,
L0412194924,Employed (full-time),Ac Worker,Manual/Non-Office workers,Blue Collar - mobile
L0419173114,Employed (full-time),Accounts,Accountant,Specialized professions
L0418113430,Government employee,Ae,Government employee,Technical/White Collar (High)
L0223110724,Employed (full-time),Ac,,
L0523091912_EB22,Employed (full-time),Ac,,
L0207111403,Employed (full-time),Ac Magr,,
L0227092305,Employed (full-time),Ac Metal Warkar,Manual/Non-Office workers,Blue Collar - fixed
L0412183618,Employed (full-time),Ac Operater,Manual/Non-Office workers,Blue Collar - mobile
L0505190808_2885,Employed (full-time),Ac Technician,Manual/Non-Office workers,Blue Collar - mobile
L0502185404_2042,Employed (full-time),Ac Technician,Manual/Non-Office workers,Blue Collar - mobile
L0505093006_7D58,Employed (full-time),Acasocit,Semi-Technical staff,Technical/White Collar (Medium)
L0421100215,Employed (full-time),Accenture,IT Company professional,Technical/White Collar (High)
L0509113625_DA0A,Employed (full-time),Accenture It,IT Company professional,Technical/White Collar (High)
L0508110709_03D2,Employed (full-time),Accontent,Accountant,Specialized professions
L0506101047_71C3,Employed (full-time),Accontent,Accountant,Specialized professions
L0425085345_6FCE,Employed (full-time),Accontent,Accountant,Specialized professions
L0519092730_FE1C,Employed (full-time),Accontent,Accountant,Specialized professions
L0506184256_E649,Employed (full-time),Acconuntent,Accountant,Specialized professions
L0421084004,Employed (full-time),Accotent,Accountant,Specialized professions
L0422170205_96D6,Employed (full-time),Account Exucative,Semi-Technical staff,Technical/White Collar (High)
L0612191053_F91D,Employed (full-time),Account Head,Semi-Technical staff,Technical/White Collar (High)
L0425085646_7A74,Employed (full-time),Account Manager,Manager,Technical/White Collar (High)
L0606193847_FCAF,Employed (full-time),Account Manager,Manager,Technical/White Collar (Medium)
L0316181512,Employed (full-time),Account Officer,Semi-Technical staff,Technical/White Collar (Medium)
L0609160353_33C5,Employed (full-time),Account Tent,Accountant,Specialized professions
L0411112858,Employed (full-time),Accountant,Accountant,Specialized professions
L0518093900_FD58,Employed (full-time),Accountant,Accountant,Specialized professions
L0612094737_862A,Employed (full-time),Accountant,Accountant,Specialized professions
L0304105859,Employed (full-time),Accountant,Accountant,Specialized professions
L0427201056_98CB,Employed (full-time),Accountant,Accountant,Specialized professions
L0503145557_9600,Employed (full-time),Accountant,Accountant,Specialized professions
L0414094527,Employed (full-time),Accountant,Accountant,Specialized professions
L0425082458_FF6A,Employed (full-time),Accountant,Accountant,Specialized professions
L0508081642_2ED3,Employed (full-time),Accountant,Accountant,Specialized professions
L0424154234_1915,Employed (full-time),Accountent,Accountant,Specialized professions
L0328101133,Employed (full-time),Accountent,Accountant,Specialized professions
L0522201601_AD83,Employed (full-time),Accountent,Accountant,Specialized professions
L0421095114,Employed (full-time),Accountent,Accountant,Specialized professions
L0530113512_22BD,Employed (full-time),Accountent,Accountant,Specialized professions
L0527081308_981E,Employed (full-time),Accountent,Accountant,Specialized professions
L0428115800_7100,Employed (full-time),Accountent,Accountant,Specialized professions
L0412181454,Employed part-time,Accountent,Accountant,Specialized professions
L0418125652,Employed (full-time),Accountent,Accountant,Specialized professions
L0422105212_B742,Employed (full-time),Accountent,Accountant,Specialized professions
L0512154553_5DD3,Government employee,Accountent,Accountant,Specialized professions
L0529120918_551E,Employed (full-time),Accountent,Accountant,Specialized professions
L0303112428,Employed (full-time),Accountent,Accountant,Specialized professions
L0418183536,Employed (full-time),Accountent,Accountant,Specialized professions
L0426084835_BA55,Employed (full-time),Accountns,Accountant,Specialized professions
L0525193922_1E17,Employed (full-time),Accounts,Accountant,Specialized professions
L0506155809_A810,Employed (full-time),Accounts,Accountant,Specialized professions
L0529170852_8AE7,Employed (full-time),Accounts,Accountant,Specialized professions
L0410185958,Employed (full-time),Accounts,Accountant,Specialized professions
L0527180346_F83D,Employed (full-time),Accounts,Accountant,Specialized professions
L0524123256_6659,"Unemployed, not working, disabled or retired",Accounts Manegar,Accountant,Specialized professions
L0302095219,Employed (full-time),Accounts Maneger,Accountant,Specialized professions
L0427093125_84A2,Employed (full-time),Accoutent,Accountant,Specialized professions
L0222184146,Employed (full-time),Acontent,Accountant,Specialized professions
L0429114900_F626,Employed (full-time),Acontent,Accountant,Specialized professions
L0509112130_A3AD,Employed (full-time),Acotar Sirayal,Other,Specialized professions
L0508085701_C495,Employed (full-time),Acounted Compani,Accountant,Specialized professions
L0412090740,Employed (full-time),Acountent,Accountant,Specialized professions
L0522101604_0FA5,Employed (full-time),Acountent,Accountant,Specialized professions
L0419084801,Employed (full-time),Acounts Stafaver Compani,Accountant,Specialized professions
L0508190731_FC96,Self-employed,Acter,Other,Specialized professions
L0421145134,Self-employed,Actor At Kannada Industry,Other,Specialized professions
L0407123926,Self-employed,Acupuncturist,,
L0406193230,Employed (full-time),Acv,,
L0422084024_53D8,Employed (full-time),Adamisiyal,Office staff (low- medium),Technical/White Collar (Medium)
L0419092401,Employed (full-time),Adavocet(Vakil),Lawyer,Specialized professions
L0422151139_3F77,Employed (full-time),Addistional Gm At Bhel,Manager,Technical/White Collar (High)
L0408093616,Self-employed,Additing,Accountant,Specialized professions
L0428103038_249E,DK/NR,Adella Nau Helalla,,
L0525090837_2CE0,Employed (full-time),Aditar,Accountant,Specialized professions
L0517111348_7162,Employed (full-time),Aditar Ofc Sir,Accountant,Specialized professions
L0404140428,Employed (full-time),Aditing,Accountant,Specialized professions
L0308151225,Employed (full-time),Aditor,Accountant,Specialized professions
L0413115738,Employed part-time,Aditt,Accountant,Specialized professions
L0427202037_4B3F,Employed (full-time),Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0417173331,Employed (full-time),Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0502171759_C198,Employed part-time,Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0520172804_A43D,Employed (full-time),Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0525182934_B30E,Employed (full-time),Admin Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0417155549,Employed (full-time),Admin Worker,Office staff (low- medium),Technical/White Collar (Medium)
L0408184051,"Unemployed, not working, disabled or retired",Admistrive In Govt,Government employee,Technical/White Collar (High)
L0223174958,Employed (full-time),Adovacate,Lawyer,Specialized professions
L0515115928_3420,Self-employed,Adre Yenu Anta Helila,Other,Other
L0222100210,Employed (full-time),Advacate,Lawyer,Specialized professions
L0410112009,Self-employed,Advacate,Lawyer,Specialized professions
L0424084506_FEEF,Employed (full-time),Advacate,Lawyer,Specialized professions
L0427084419_A995,Self-employed,Advacet,Lawyer,Specialized professions
L0424170454_055B,Self-employed,Advacote,Lawyer,Specialized professions
L0517155016_B164,Self-employed,Advanteage,,
L0428112810_BDD4,Employed (full-time),Advertisement Outdoor Adtisior,Manual/Non-Office workers,Blue Collar - mobile
L0426105816_D4D8,Employed (full-time),Advicater,Lawyer,Specialized professions
L0408085053,Employed (full-time),Advisor,Lawyer,Specialized professions
L0512101224_8B58,Employed (full-time),Advocat,Lawyer,Specialized professions
L0420181746,Employed (full-time),Advocat,Lawyer,Specialized professions
L0427100640_8D83,Employed (full-time),Advocate,Lawyer,Specialized professions
L0517124437_C93F,Employed (full-time),Advocate,Lawyer,Specialized professions
L0422151925_A3DE,Government employee,Advocate,Lawyer,Specialized professions
L0428091641_F147,Employed (full-time),Advocate,Lawyer,Specialized professions
L0518154108_9E1A,Self-employed,Advteging,,
L0428101332_E3E0,Government employee,Aerospace Engeeniyar,Specialized engineers,Technical/White Collar (High)
L0513182410_770D,Employed (full-time),Affiliatr Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0527094731_C1ED,Employed (full-time),Afretar Manegar,Manager,Technical/White Collar (High)
L0424202459_EAC1,Self-employed,Agreculture Work,Other,Other
L0412075517,Self-employed,Agriculture,Other,Other
L0321103759,"Unemployed, not working, disabled or retired",Agriculture ( Retard),Other,Other
L0407133404,Self-employed,"Agro Tech, Real Estate",Real Estate,Miscellaneous Shop Owner (medium)
L0414105611,Employed (full-time),Air Conditioning Service Engineering,Specialized engineers,Technical/White Collar (High)
L0527153204_B13F,Employed (full-time),Aircel Engineer,Office staff (low- medium),Technical/White Collar (Medium)
L0414190429,Employed (full-time),Airport Ground Staff,Manual/Non-Office workers,Blue Collar - fixed
L0408181348,Employed (full-time),Airtel Call Centre,Office staff (low- medium),Technical/White Collar (Medium)
L0308185219,Employed (full-time),Airtel Executive,Semi-Technical staff,Technical/White Collar (Medium)
L0425103232_F65E,Employed (full-time),Airtel Office Teem Leedar,Supervisor,Technical/White Collar (Medium)
L0411193508,Employed (full-time),Airtel Resarch Maneger,Supervisor,Technical/White Collar (Medium)
L0428112632_7B9C,Employed (full-time),Alpina Housing Companiyalli Pida Ofc Sir Agi Work Madti,Manual/Non-Office workers,Blue Collar - fixed
L0309174347,Employed (full-time),Am,Sales person,Blue Collar - mobile
L0522182244_0A78,Employed (full-time),Amazon,Sales person,Blue Collar - mobile
L0209112434,Employed (full-time),Amazon Ssa Work,Sales person,Blue Collar - mobile
L0516112603_5C46,Employed (full-time),Amezon Feeld Work,Sales person,Blue Collar - mobile
L0529101022_8F2B,Employed (full-time),Analist,Semi-Technical staff,Technical/White Collar (High)
L0320120850,Employed (full-time),Analist,Semi-Technical staff,Technical/White Collar (Medium)
L0517170611_F57D,Employed (full-time),Analyst,Semi-Technical staff,Technical/White Collar (High)
L0515192630_FB8B,Employed (full-time),Analyt,Semi-Technical staff,Technical/White Collar (Medium)
L0227102632,Employed (full-time),Android Dovleper,Software Engineers and developers,Technical/White Collar (High)
L0425082930_3734,Self-employed,Angadi Ide,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0304155411,Employed (full-time),Annlisice,Semi-Technical staff,Technical/White Collar (Medium)
L0303085514,Employed (full-time),Anyalist,Semi-Technical staff,Technical/White Collar (Medium)
L0516110920_DC6B,Employed (full-time),Apareting Sistam,,
L0420090336,Employed (full-time),Apartment Incharge,Manual/Non-Office workers,Blue Collar - fixed
L0421094427,Employed (full-time),Apartment Mentions,Manual/Non-Office workers,Blue Collar - fixed
L0413102303,Self-employed,App Maneger,Manager,Technical/White Collar (High)
L0508123804_6787,Employed (full-time),Appo,,
L0224105859,Employed (full-time),Appolo Supravisor,Supervisor,Technical/White Collar (Medium)
L0412110044,Employed (full-time),Aqagard Servicr,Field worker,Blue Collar - mobile
L0408100203,Self-employed,Arcel Distrubuter,Sales person,Blue Collar - mobile
L0511154630_73C2,Self-employed,Architect,Other,Specialized professions
L0314100346,Employed (full-time),Arcitick,Other,Specialized professions
L0425111240_67FE,Employed (full-time),Arctic,Other,Specialized professions
L0303083703,Employed (full-time),Area Maneger,Manager,Technical/White Collar (Medium)
L0314104813,Employed (full-time),Area Maneger,Manager,Technical/White Collar (Medium)
L0421113028,Employed (full-time),Aria Sales Manager,Manager,Technical/White Collar (Medium)
L0408111805,Employed part-time,Aritil Officer Tl Sales,Sales person,Blue Collar - mobile
L0419182521,Employed (full-time),Army,Other,Specialized professions
L0426153057_7EA4,Employed (full-time),Art Director,Other,Specialized professions
L0503110700_D26A,Employed (full-time),Artest,Other,Specialized professions
L0516171522_3B98,Employed (full-time),Artical Assitent,Office staff (low- medium),Technical/White Collar (Medium)
L0414104306,Employed (full-time),Artical Deparment,Office staff (low- medium),Technical/White Collar (Medium)
L0410133706,Employed (full-time),Artifice Manager,Manager,Technical/White Collar (Medium)
L0426112758_9D81,Self-employed,Artist,Other,Specialized professions
L0526093804_9DC1,Employed (full-time),"Artist, Penting",Other,Specialized professions
L0418093957,Employed (full-time),As,,
L0513095220_968F,Employed (full-time),Asacenta Agi Fild Work Madtha Iddare,Field worker,Blue Collar - mobile
L0227130635,Employed (full-time),Ashram Maintener,Office staff (low- medium),Technical/White Collar (Medium)
L0420201140,Employed (full-time),Asian Electric Company,,
L0421143536,Employed part-time,Asistent Librery Work,Office staff (low- medium),Technical/White Collar (Medium)
L0420185535,Employed (full-time),Asosiet Engineer,Semi-Technical staff,Technical/White Collar (Medium)
L0504124342_FCBF,Employed (full-time),Asscon,,
L0313114110,Employed (full-time),Assi Stant Manegar,Manager,Technical/White Collar (High)
L0408093132,Employed (full-time),Assistant Director,C-level staff,Technical/White Collar (High)
L0523192109_C31D,Employed (full-time),Assistant Professor,Teacher/Lecturer,Specialized professions
L0220085246,Government employee,Assistant Accountant,Accountant,Specialized professions
L0411111925,Government employee,Assistant Ganaral Manager,Manager,Technical/White Collar (High)
L0223090838,Employed (full-time),Assistant Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0302195319,Employed (full-time),Assistant Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0421083307,Employed (full-time),Assistant Manager M N C Companey,Manager,Technical/White Collar (High)
L0519105242_83C0,Employed (full-time),Assistant Manegar,Manager,Technical/White Collar (High)
L0320125044,Employed (full-time),Assistant Manegar,Manager,Technical/White Collar (Medium)
L0519090957_664D,Employed (full-time),Assistant Manegar,Manager,Technical/White Collar (Medium)
L0202091823,Employed (full-time),Assistant Manegar,Manager,Technical/White Collar (High)
L0420081217,Employed (full-time),Assistent Managers,Manager,Technical/White Collar (High)
L0410131603,Employed (full-time),Assistent Acont,Office staff (low- medium),Technical/White Collar (Medium)
L0420090358,Employed (full-time),Assistent Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0428184704_E763,Employed (full-time),Assistent Profesor,Teacher/Lecturer,Specialized professions
L0221085332,Employed (full-time),Assitant Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0209085209,Employed (full-time),Assitant Manager,Office staff (low- medium),Technical/White Collar (Medium)
L0303184533,Employed (full-time),Assitant Manger,Manager,Technical/White Collar (High)
L0515174656_C542,Employed (full-time),Assitent Manager,Manager,Technical/White Collar (High)
L0220162314,Employed (full-time),Assocate Consltant,Semi-Technical staff,Technical/White Collar (Medium)
L0307100950,Employed (full-time),Associat,,
L0413161115,Employed (full-time),Associate,,
L0508182316_FB08,Employed (full-time),Associate,,
L0418173826,Employed (full-time),Associate,,
L0422143618_CFE9,Government employee,Associate Professor,Teacher/Lecturer,Specialized professions
L0518184937_F36C,Employed (full-time),Associate Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0208090332,Employed (full-time),Associate Consultant,,Technical/White Collar (Medium)
L0426175146_B5D7,Employed part-time,Associate Consultant,,Technical/White Collar (High)
L0503185501_1675,Employed (full-time),Associate Engineer,Semi-Technical staff,Technical/White Collar (Medium)
L0426194106_A70E,Employed (full-time),Associate Manager,Manager,Technical/White Collar (Medium)
L0602085603_3BE7,Employed (full-time),Associate Manegar,Office staff (low- medium),Technical/White Collar (Medium)
L0410160656,Employed (full-time),Associated Sales Man,Sales person,Blue Collar - mobile
L0513110017_D92F,Employed (full-time),Ato Manegar,Office staff (low- medium),Technical/White Collar (Medium)
L0525090802_0C40,Employed (full-time),Ato Mobiles,Office staff (low- medium),Technical/White Collar (Medium)
L0424134930_9B6E,Self-employed,Atou Driver,Driver/Delivery,Blue Collar - mobile
L0419094746,Employed (full-time),Atou Mubails Acountent,Accountant,Specialized professions
L0518111929_90C9,Employed (full-time),Atou Phone Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0425095940_E105,Employed (full-time),Attendr,Manual/Non-Office workers,Blue Collar - fixed
L0223093430,Employed (full-time),Audit Field Officer,Field worker,Blue Collar - mobile
L0410113027,Employed (full-time),Auditer In Thilak Company,Accountant,Specialized professions
L0519174904_D0AD,Employed (full-time),Auditor,Accountant,Specialized professions
L0511191236_3F96,Employed (full-time),Auditor,Accountant,Specialized professions
L0511194634_34FF,Employed (full-time),Auditor,Accountant,Specialized professions
L0526165823_F176,Employed part-time,Auditor,Accountant,Specialized professions
L0516203337_74A6,Employed (full-time),Auditor,Accountant,Specialized professions
L0421201319,Self-employed,Auto Consalt Bussines,,
L0407114615,Self-employed,Auto Consalt,,
L0220133301,Employed (full-time),Auto Engg,Specialized engineers,Technical/White Collar (Medium)
L0408134320,Self-employed,Auto Mobail,,
L0412164522,Self-employed,Auto Mobile,,
L0513111119_FD9B,Employed (full-time),Auto Mobile Wrk,,
L0420172037,Employed (full-time),Auto Mobiles,,
L0526164717_F803,Self-employed,Auto Mobiles,,
L0411201024,Employed (full-time),Auto Motive,,
L0617194622_988A,Employed (full-time),Autocad,,
L0513172928_1CA8,Self-employed,Automobile,,
L0411192944,Employed (full-time),Avp,,
L0522173559_0E5A,Employed (full-time),Avp,,
L0427184815_C9CC,Self-employed,Avru Response Kodlilla,,
L0513122129_EAB7,Employed (full-time),Axcengar,,
L0524102552_87BA,DK/NR,Axis Bank Employee,,
L0511180833_50D8,Employed (full-time),Axis Bank Assistant Manager,Bank worker,Technical/White Collar (Medium)
L0414185641,Student,Ayurvedic Student,Student,Student
L0428082820_7732,Self-employed,B,,
L0419163444,Employed (full-time),B H E L,,
L0413101700,Student,B Com,Student,Student
L0303155626,Student,B Com,Student,Student
L0505090527_807D,Student,B Sc,Student,Student
L0427190917_23DE,Government employee,"B,W,S,B, Waterman",Government employee,Technical/White Collar (Medium)
L0422111921_892E,Student,B.Com,Student,Student
L0412121144,Student,B.Com,Student,Student
L0419175311,Student,B.Com,Student,Student
L0425170913_716C,Employed (full-time),Bbmp,Government employee,Technical/White Collar (Medium)
L0420102121,"Unemployed, not working, disabled or retired",Bbmp Ar,Government employee,Technical/White Collar (Medium)
L0425102211_528B,Government employee,Bbmp Carporentar,Government employee,Technical/White Collar (Medium)
L0419082237,Employed (full-time),Bbmp Work,Government employee,Technical/White Collar (Medium)
L0513154024_EA2C,Employed (full-time),Bpo,Government employee,Technical/White Collar (Medium)
L0504170256_A745,Government employee,Bwssb,Government employee,Technical/White Collar (Medium)
L0311164227,Student,Ba,Student,Student
L0222095035,Student,Ba 2Nd Year,Student,Student
L0525124720_C088,Student,Bac,Student,Student
L0408161937,Self-employed,Bag Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0424164615_2AF2,Employed (full-time),Bairava Travelles Owner,,
L0508084657_3C3B,Self-employed,Balle Vyapara,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0502180655_7C13,Employed (full-time),Banck Assistant Manager,Bank worker,Technical/White Collar (Medium)
L0418115254,Employed (full-time),Bank,Bank worker,Technical/White Collar (Medium)
L0428114201_1ECF,Employed (full-time),Bank Alli Manegar Agi Work Madtha Iddare,Bank worker,Technical/White Collar (Medium)
L0306113440,"Unemployed, not working, disabled or retired",Bank Manegar Retard,Bank worker,Technical/White Collar (High)
L0419100737,Employed (full-time),Bank Account(Prvait),Bank worker,Technical/White Collar (Medium)
L0427193050_D252,Employed (full-time),Bank Agensi,Bank worker,Technical/White Collar (Medium)
L0404084037,Employed (full-time),Bank Assistant Manegar,Bank worker,Technical/White Collar (High)
L0513123724_58D7,Employed (full-time),Bank Clarck,Bank worker,Technical/White Collar (Medium)
L0407101858,Employed (full-time),Bank Dm,Bank worker,Technical/White Collar (High)
L0607095034_9B2B,Government employee,Bank Officer,Bank worker,Technical/White Collar (Medium)
L0421103706,Employed (full-time),Bank Accounte,Bank worker,Technical/White Collar (Medium)
L0222094046,Employed (full-time),Bank Executive,Bank worker,Technical/White Collar (Medium)
L0220095649,Employed (full-time),Bank Executive,Bank worker,Technical/White Collar (Medium)
L0411124823,Employed (full-time),Bank Exsigutive,Bank worker,Technical/White Collar (Medium)
L0616161003_2A8B,Government employee,Bank Manager,Bank worker,Technical/White Collar (High)
L0422095429_B146,"Unemployed, not working, disabled or retired",Bank Manager,Bank worker,Technical/White Collar (Medium)
L0418192603,Employed (full-time),Bank Manager Of Canara Bank,Bank worker,Technical/White Collar (Medium)
L0406105114,Employed (full-time),Bank Manegar,Bank worker,Technical/White Collar (High)
L0517075719_541D,"Unemployed, not working, disabled or retired",Bank Manegar,Bank worker,Technical/White Collar (Medium)
L0301110233,Employed (full-time),Bank Manegar,Bank worker,Technical/White Collar (Medium)
L0328134248,"Unemployed, not working, disabled or retired",Bank Manegar,Bank worker,Technical/White Collar (High)
L0606114739_B475,Employed (full-time),Bank Manegar,Bank worker,Technical/White Collar (High)
L0408103850,Employed (full-time),Bank Maneger,Bank worker,Technical/White Collar (High)
L0406181940,Employed (full-time),Bank Maneger,Bank worker,Technical/White Collar (Medium)
L0227203004,Employed (full-time),Bank Sales Executive,Bank worker,Technical/White Collar (Medium)
L0518104534_B40E,Employed (full-time),Bank Shre Equpa Man Financial,Bank worker,Technical/White Collar (Medium)
